date,no2_mean,no2_mean_weighted,no2_median,no2_min,no2_max,n_pixels,status,source_file
2015-05-27,5731392648080823.0,5725493609576856.0,5129161882468352.0,1568965243437056.0,1.2817811277611008e+16,14,ok,OMI-Aura_L3-OMNO2d_2015m0527_v003-2019m1122t184957.he5
2015-05-28,828401142766985.9,832137533663870.2,1450783849578496.0,-1434323387416576.0,3616395749228544.0,13,ok,OMI-Aura_L3-OMNO2d_2015m0528_v003-2019m1122t185926.he5
2015-05-29,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0529_v003-2019m1122t185921.he5
2015-05-30,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0530_v003-2019m1122t190024.he5
2015-05-31,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0531_v003-2019m1122t185922.he5
2015-06-01,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0601_v003-2019m1122t190105.he5
2015-06-02,4413812748845056.0,4414209451717687.5,4069006516420608.0,1415345671766016.0,8497286241845248.0,24,ok,OMI-Aura_L3-OMNO2d_2015m0602_v003-2019m1122t190009.he5
2015-06-03,5418734964749493.0,5423639164171350.0,2965306624442368.0,1643554866724864.0,1.262793399468032e+16,17,ok,OMI-Aura_L3-OMNO2d_2015m0603_v003-2019m1122t190543.he5
2015-06-04,6432604209283072.0,6434346532556733.0,6408653846347776.0,257438494228480.0,1.44149571436544e+16,24,ok,OMI-Aura_L3-OMNO2d_2015m0604_v003-2019m1122t185921.he5
2015-06-05,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0605_v003-2019m1122t190002.he5
2015-06-06,861750705171114.6,862265044021356.5,-165530640056320.0,-165530640056320.0,2916313395625984.0,3,ok,OMI-Aura_L3-OMNO2d_2015m0606_v003-2019m1122t190003.he5
2015-06-07,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0607_v003-2019m1122t190553.he5
2015-06-08,2868132788043776.0,2869221657663624.5,2469398023503872.0,1466258750963712.0,5012031413420032.0,30,ok,OMI-Aura_L3-OMNO2d_2015m0608_v003-2019m1122t190611.he5
2015-06-09,4368220285199974.5,4368990688395022.5,3719575359193088.0,1423214051852288.0,1.3139478558277632e+16,30,ok,OMI-Aura_L3-OMNO2d_2015m0609_v003-2019m1122t190628.he5
2015-06-10,1586341610171050.8,1586394947023399.0,1591237467439104.0,70957926449152.0,2790174232674304.0,21,ok,OMI-Aura_L3-OMNO2d_2015m0610_v003-2019m1122t190618.he5
2015-06-11,3419563303632896.0,3419894257949332.0,2629792637648896.0,-1292751601664000.0,1.0763829067644928e+16,29,ok,OMI-Aura_L3-OMNO2d_2015m0611_v003-2019m1122t190612.he5
2015-06-12,2744429197836853.0,2744150677153566.5,2960825631375360.0,567363166535680.0,5184094245748736.0,29,ok,OMI-Aura_L3-OMNO2d_2015m0612_v003-2019m1122t190553.he5
2015-06-13,4565745799825545.0,4569404624614089.0,5213755289894912.0,1369399990681600.0,7280021106327552.0,15,ok,OMI-Aura_L3-OMNO2d_2015m0613_v003-2019m1122t190556.he5
2015-06-14,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0614_v003-2019m1122t190552.he5
2015-06-15,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0615_v003-2019m1122t190605.he5
2015-06-16,3414890147130026.5,3409511762655603.5,2112148884946944.0,195542311239680.0,1.102561591427072e+16,24,ok,OMI-Aura_L3-OMNO2d_2015m0616_v003-2019m1122t190549.he5
2015-06-17,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0617_v003-2019m1122t190621.he5
2015-06-18,2754901637595136.0,2759307750047529.0,2604078869774336.0,618588637495296.0,4492173403750400.0,8,ok,OMI-Aura_L3-OMNO2d_2015m0618_v003-2019m1122t190625.he5
2015-06-19,2037465102760723.8,2036866887080934.2,1974676444151808.0,1012601152602112.0,2872682433478656.0,13,ok,OMI-Aura_L3-OMNO2d_2015m0619_v003-2019m1122t190624.he5
2015-06-20,1393003971787310.5,1392785615742410.2,1409174609068032.0,748226521071616.0,2056301358088192.0,11,ok,OMI-Aura_L3-OMNO2d_2015m0620_v003-2019m1122t191655.he5
2015-06-21,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0621_v003-2019m1122t191638.he5
2015-06-22,3353983653790788.5,3354345656554757.0,3119054508261376.0,1767236771512320.0,5876754895863808.0,30,ok,OMI-Aura_L3-OMNO2d_2015m0622_v003-2019m1122t190606.he5
2015-06-23,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0623_v003-2019m1122t191635.he5
2015-06-24,3003329030389760.0,3003329030389760.5,3614295510220800.0,1693433529892864.0,3614295510220800.0,5,ok,OMI-Aura_L3-OMNO2d_2015m0624_v003-2019m1122t194134.he5
2015-06-25,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0625_v003-2019m1122t194216.he5
2015-06-26,636094320214016.0,636094320214016.0,636094320214016.0,636094320214016.0,636094320214016.0,2,ok,OMI-Aura_L3-OMNO2d_2015m0626_v003-2019m1122t191641.he5
2015-06-27,7353227362405945.0,7347908413764774.0,8125107461423104.0,1345803574575104.0,1.6676739535077376e+16,18,ok,OMI-Aura_L3-OMNO2d_2015m0627_v003-2019m1122t194248.he5
2015-06-28,820007707906633.1,819991084134569.4,660417256882176.0,185719502929920.0,1575125434499072.0,7,ok,OMI-Aura_L3-OMNO2d_2015m0628_v003-2019m1122t191653.he5
2015-06-29,1314960797020979.2,1314960797020979.0,1143532626640896.0,987508678590464.0,1689244191948800.0,5,ok,OMI-Aura_L3-OMNO2d_2015m0629_v003-2019m1122t194317.he5
2015-06-30,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0630_v003-2019m1122t191625.he5
2015-07-01,813965290504192.0,813965290504191.9,813965290504192.0,813965290504192.0,813965290504192.0,3,ok,OMI-Aura_L3-OMNO2d_2015m0701_v003-2019m1122t194654.he5
2015-07-02,2363625304664746.5,2365235409737268.5,2047433190146048.0,1736870815858688.0,3707559382876160.0,6,ok,OMI-Aura_L3-OMNO2d_2015m0702_v003-2019m1122t191652.he5
2015-07-03,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0703_v003-2019m1122t194307.he5
2015-07-04,2638349621788672.0,2637829983964598.0,2568131671228416.0,1518340195483648.0,3780592080519168.0,8,ok,OMI-Aura_L3-OMNO2d_2015m0704_v003-2019m1122t195340.he5
2015-07-05,1238120327335116.8,1239518884659279.8,1059162825949184.0,245041826103296.0,2725132858556416.0,10,ok,OMI-Aura_L3-OMNO2d_2015m0705_v003-2019m1122t195224.he5
2015-07-06,4375032161332663.0,4370782109363392.0,5360792421531648.0,188908885245952.0,7941620016087040.0,21,ok,OMI-Aura_L3-OMNO2d_2015m0706_v003-2019m1122t194724.he5
2015-07-07,-2605887654985728.0,-2605887654985728.0,-2605887654985728.0,-2605887654985728.0,-2605887654985728.0,1,ok,OMI-Aura_L3-OMNO2d_2015m0707_v003-2019m1122t194650.he5
2015-07-08,2639633697381331.5,2638455695528714.0,2641015924064256.0,1348588323995648.0,4592858174586880.0,23,ok,OMI-Aura_L3-OMNO2d_2015m0708_v003-2019m1122t194742.he5
2015-07-09,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0709_v003-2019m1122t194817.he5
2015-07-10,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0710_v003-2019m1122t195233.he5
2015-07-11,2796686587913604.5,2796597642314245.5,2204249962315776.0,298385068261376.0,5663476483620864.0,29,ok,OMI-Aura_L3-OMNO2d_2015m0711_v003-2019m1122t195228.he5
2015-07-12,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0712_v003-2019m1122t195321.he5
2015-07-13,6371959650088823.0,6370882245735758.0,6266807719559168.0,431661862879232.0,1.632861203464192e+16,30,ok,OMI-Aura_L3-OMNO2d_2015m0713_v003-2019m1122t201527.he5
2015-07-14,5018542296892522.0,5016054737495270.0,4573176486952960.0,1736266567647232.0,9968946585272320.0,29,ok,OMI-Aura_L3-OMNO2d_2015m0714_v003-2019m1122t195246.he5
2015-07-15,5206411525253614.0,5206032619004293.0,4386684175122432.0,1683309352452096.0,1.1617770571563008e+16,29,ok,OMI-Aura_L3-OMNO2d_2015m0715_v003-2019m1122t195755.he5
2015-07-16,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0716_v003-2019m1122t195228.he5
2015-07-17,1326212637299273.2,1326363023620497.0,1325550790508544.0,975762479906816.0,1765198943748096.0,7,ok,OMI-Aura_L3-OMNO2d_2015m0717_v003-2019m1122t200436.he5
2015-07-18,3602246038192128.0,3600611231503440.0,2824227015098368.0,548834442739712.0,9291070823202816.0,12,ok,OMI-Aura_L3-OMNO2d_2015m0718_v003-2019m1122t200435.he5
2015-07-19,2438878168922670.5,2438591719122906.0,2577111105667072.0,1304350563500032.0,3606698518380544.0,11,ok,OMI-Aura_L3-OMNO2d_2015m0719_v003-2019m1122t200450.he5
2015-07-20,3668072339698781.0,3667280380508813.5,2153099720392704.0,243105819262976.0,1.3314019586736128e+16,22,ok,OMI-Aura_L3-OMNO2d_2015m0720_v003-2019m1122t200444.he5
2015-07-21,3287644009485653.5,3283817974187719.5,2249298532106240.0,938991520055296.0,6347130050445312.0,15,ok,OMI-Aura_L3-OMNO2d_2015m0721_v003-2019m1122t201552.he5
2015-07-22,3066688729077077.5,3062521119503309.5,2932718023213056.0,790761729687552.0,5711810434957312.0,24,ok,OMI-Aura_L3-OMNO2d_2015m0722_v003-2019m1122t201555.he5
2015-07-23,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0723_v003-2019m1122t200439.he5
2015-07-24,2965315077845133.0,2963756144646914.5,2563262520492032.0,-436963194699776.0,7488672228179968.0,29,ok,OMI-Aura_L3-OMNO2d_2015m0724_v003-2019m1122t195342.he5
2015-07-25,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0725_v003-2019m1122t195923.he5
2015-07-26,2502092204871953.0,2501374793527606.5,2496666233995264.0,1736821960605696.0,3343139997745152.0,30,ok,OMI-Aura_L3-OMNO2d_2015m0726_v003-2019m1122t201546.he5
2015-07-27,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0727_v003-2019m1122t201429.he5
2015-07-28,2081798186347653.5,2079855236371494.2,2205274983104512.0,606238257709056.0,4560879458713600.0,23,ok,OMI-Aura_L3-OMNO2d_2015m0728_v003-2019m1122t201357.he5
2015-07-29,3216669648075707.5,3216185003781794.0,2399523066347520.0,1081119369854976.0,8267754599612416.0,30,ok,OMI-Aura_L3-OMNO2d_2015m0729_v003-2019m1122t201534.he5
2015-07-30,2956295373691289.5,2957522066319042.5,2611679552602112.0,-639545393545216.0,6242289361879040.0,30,ok,OMI-Aura_L3-OMNO2d_2015m0730_v003-2019m1122t201534.he5
2015-07-31,3364782255182097.0,3364384662659336.0,3476468533297152.0,625470114627584.0,7044453961302016.0,30,ok,OMI-Aura_L3-OMNO2d_2015m0731_v003-2019m1122t201525.he5
2015-08-01,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0801_v003-2019m1122t201541.he5
2015-08-02,1979861608132022.8,1979521560868762.5,1911399362068480.0,159227758772224.0,3051277642629120.0,28,ok,OMI-Aura_L3-OMNO2d_2015m0802_v003-2019m1122t200958.he5
2015-08-03,4102583643644207.5,4102381538724365.5,3480130664005632.0,856805374689280.0,1.1420227845750784e+16,27,ok,OMI-Aura_L3-OMNO2d_2015m0803_v003-2019m1122t201515.he5
2015-08-04,1830096910697540.2,1831455519209859.5,2274396441935872.0,778976473645056.0,2857840368680960.0,15,ok,OMI-Aura_L3-OMNO2d_2015m0804_v003-2019m1122t202137.he5
2015-08-05,2973490627861982.0,2973820075552434.5,2257521716756480.0,-1403918105968640.0,9157553174872064.0,30,ok,OMI-Aura_L3-OMNO2d_2015m0805_v003-2019m1122t201534.he5
2015-08-06,4071125900628553.0,4068869024121633.0,3206851424419840.0,1078708148371456.0,9692710394920960.0,28,ok,OMI-Aura_L3-OMNO2d_2015m0806_v003-2019m1122t201516.he5
2015-08-07,3871704488628715.5,3868433624439504.0,4323535807840256.0,18108186099712.0,7312261278334976.0,25,ok,OMI-Aura_L3-OMNO2d_2015m0807_v003-2019m1122t201546.he5
2015-08-08,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0808_v003-2019m1122t202202.he5
2015-08-09,3074922310008832.0,3074004757014172.5,2996623244263424.0,2060014625751040.0,4287890263638016.0,30,ok,OMI-Aura_L3-OMNO2d_2015m0809_v003-2019m1122t201534.he5
2015-08-10,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0810_v003-2019m1122t202154.he5
2015-08-11,979205971872216.6,982512310548997.9,1037844822884352.0,-553941192409088.0,3187427032170496.0,13,ok,OMI-Aura_L3-OMNO2d_2015m0811_v003-2019m1122t202203.he5
2015-08-12,741372117872054.9,741945389114804.5,1076939393597440.0,-830291132284928.0,2167848906522624.0,14,ok,OMI-Aura_L3-OMNO2d_2015m0812_v003-2019m1122t202155.he5
2015-08-13,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0813_v003-2019m1122t202204.he5
2015-08-14,4368114942179191.5,4367779240453900.5,3835210105880576.0,1161168433446912.0,1.3148437860057088e+16,30,ok,OMI-Aura_L3-OMNO2d_2015m0814_v003-2019m1122t202151.he5
2015-08-15,3302653281610410.5,3302666875185904.5,3014713109643264.0,-522386839437312.0,7209695848693760.0,30,ok,OMI-Aura_L3-OMNO2d_2015m0815_v003-2019m1122t202141.he5
2015-08-16,2622504339592533.5,2622450232190162.0,3050538774036480.0,-727823077605376.0,4950910807572480.0,24,ok,OMI-Aura_L3-OMNO2d_2015m0816_v003-2019m1122t202121.he5
2015-08-17,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0817_v003-2019m1122t202628.he5
2015-08-18,497250425896960.0,497274064576342.8,516383800557568.0,402800420847616.0,593898883776512.0,6,ok,OMI-Aura_L3-OMNO2d_2015m0818_v003-2019m1122t202218.he5
2015-08-19,3249204875636363.5,3244451574910236.5,1792988523003904.0,-29919646056448.0,1.202023370326016e+16,22,ok,OMI-Aura_L3-OMNO2d_2015m0819_v003-2019m1122t202144.he5
2015-08-20,1037281250101020.5,1037445388732368.8,989459399049216.0,743488970817536.0,1484251442708480.0,9,ok,OMI-Aura_L3-OMNO2d_2015m0820_v003-2019m1122t202151.he5
2015-08-21,4868611066073673.0,4865165767984417.0,5081114888634368.0,2538701481574400.0,6557399301226496.0,14,ok,OMI-Aura_L3-OMNO2d_2015m0821_v003-2019m1122t202133.he5
2015-08-22,4504852345002739.0,4502496759211446.5,4110691992600576.0,2434814007312384.0,7841493054128128.0,19,ok,OMI-Aura_L3-OMNO2d_2015m0822_v003-2019m1122t202142.he5
2015-08-23,3427089236134024.5,3426429218319444.5,3230716141764608.0,1181846285058048.0,6291472106127360.0,30,ok,OMI-Aura_L3-OMNO2d_2015m0823_v003-2019m1122t202207.he5
2015-08-24,1539244740837376.0,1539366600005858.2,1539244740837376.0,1385781532819456.0,1692707948855296.0,2,ok,OMI-Aura_L3-OMNO2d_2015m0824_v003-2019m1122t202558.he5
2015-08-25,2543778451685376.0,2544763076031940.5,2607013473288192.0,1382595740827648.0,3329457305681920.0,8,ok,OMI-Aura_L3-OMNO2d_2015m0825_v003-2019m1122t202724.he5
2015-08-26,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0826_v003-2019m1122t202640.he5
2015-08-27,1141980398616576.0,1141980398616576.0,1141980398616576.0,1141980398616576.0,1141980398616576.0,4,ok,OMI-Aura_L3-OMNO2d_2015m0827_v003-2019m1122t202731.he5
2015-08-28,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0828_v003-2019m1122t202532.he5
2015-08-29,1292435574838613.2,1291317201979713.0,1015134713544704.0,709196878184448.0,2225093304385536.0,12,ok,OMI-Aura_L3-OMNO2d_2015m0829_v003-2019m1122t202548.he5
2015-08-30,1476022093076637.5,1477692414417751.0,1214151955316736.0,213874187960320.0,2506646261596160.0,13,ok,OMI-Aura_L3-OMNO2d_2015m0830_v003-2019m1122t202619.he5
2015-08-31,2843210489528320.0,2843976026608844.0,1609186873966592.0,281611845238784.0,9487996147466240.0,8,ok,OMI-Aura_L3-OMNO2d_2015m0831_v003-2019m1122t202631.he5
2015-09-01,3986824158757828.0,3980908191623826.0,4405425264918528.0,455658080043008.0,7096131544678400.0,17,ok,OMI-Aura_L3-OMNO2d_2015m0901_v003-2019m1122t202651.he5
2015-09-02,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0902_v003-2019m1122t203156.he5
2015-09-03,2673871062527415.0,2674056837600232.0,2483899041054720.0,1909851026358272.0,3191277738786816.0,7,ok,OMI-Aura_L3-OMNO2d_2015m0903_v003-2019m1122t202657.he5
2015-09-04,3781961708856589.5,3779369399505997.5,3949303227744256.0,1201369998426112.0,7387303483801600.0,19,ok,OMI-Aura_L3-OMNO2d_2015m0904_v003-2019m1122t202613.he5
2015-09-05,1808647772438528.0,1808647772438527.8,1848580633526272.0,1718571839258624.0,1858790844530688.0,3,ok,OMI-Aura_L3-OMNO2d_2015m0905_v003-2019m1122t202735.he5
2015-09-06,2510869296718370.0,2511357541596958.0,2222369556922368.0,-2854970793656320.0,6593541451022336.0,30,ok,OMI-Aura_L3-OMNO2d_2015m0906_v003-2019m1122t202657.he5
2015-09-07,2959193574001869.0,2958797368463409.0,2316136209186816.0,294043225423872.0,8143629507887104.0,30,ok,OMI-Aura_L3-OMNO2d_2015m0907_v003-2019m1122t203153.he5
2015-09-08,5958741826252941.0,5955392656963569.0,5817301274198016.0,330864785358848.0,1.488267371347968e+16,29,ok,OMI-Aura_L3-OMNO2d_2015m0908_v003-2019m1122t203243.he5
2015-09-09,-2416864709836800.0,-2418669883303524.0,-2416864709836800.0,-4690207903318016.0,-143521516355584.0,2,ok,OMI-Aura_L3-OMNO2d_2015m0909_v003-2019m1122t202620.he5
2015-09-10,2229360267152588.8,2230137026708723.2,1863775355404288.0,796504168071168.0,3961084591472640.0,10,ok,OMI-Aura_L3-OMNO2d_2015m0910_v003-2019m1122t203146.he5
2015-09-11,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0911_v003-2019m1122t203153.he5
2015-09-12,831531357778739.2,831531357778739.2,607181204357120.0,607181204357120.0,1344742314999808.0,5,ok,OMI-Aura_L3-OMNO2d_2015m0912_v003-2019m1231t092915.he5
2015-09-13,2399984265304473.5,2399984265304474.0,2225745736761344.0,1607207498022912.0,3741303867179008.0,5,ok,OMI-Aura_L3-OMNO2d_2015m0913_v003-2019m1231t092943.he5
2015-09-14,1483486871420928.0,1483486871420928.0,1483486871420928.0,1437294162608128.0,1529679580233728.0,2,ok,OMI-Aura_L3-OMNO2d_2015m0914_v003-2019m1231t092952.he5
2015-09-15,7764314512980088.0,7760620709993801.0,8333650135351296.0,1643007661047808.0,1.5955533995442176e+16,17,ok,OMI-Aura_L3-OMNO2d_2015m0915_v003-2019m1231t092855.he5
2015-09-16,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0916_v003-2019m1231t092916.he5
2015-09-17,1341395931496448.0,1341199534440740.0,1264947258458112.0,810062104756224.0,2126114172436480.0,6,ok,OMI-Aura_L3-OMNO2d_2015m0917_v003-2019m1231t092840.he5
2015-09-18,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0918_v003-2019m1122t203149.he5
2015-09-19,2496256180940527.0,2496251958687626.5,2413025369784320.0,1337358192476160.0,4277394168872960.0,30,ok,OMI-Aura_L3-OMNO2d_2015m0919_v003-2019m1122t203817.he5
2015-09-20,3015529918470553.5,3015932419826298.5,2461499847081984.0,1260708729716736.0,7119290008338432.0,20,ok,OMI-Aura_L3-OMNO2d_2015m0920_v003-2019m1122t203733.he5
2015-09-21,1358987426319564.8,1360207578110595.5,1243914333847552.0,697804678758400.0,2265069383581696.0,10,ok,OMI-Aura_L3-OMNO2d_2015m0921_v003-2019m1122t203146.he5
2015-09-22,3327784777828644.5,3327955860238608.0,2478819705356288.0,-1920460803538944.0,1.0571928855117824e+16,28,ok,OMI-Aura_L3-OMNO2d_2015m0922_v003-2019m1122t203759.he5
2015-09-23,3295136783497079.5,3295266308829395.0,2660200200798208.0,859185457659904.0,8640387035955200.0,30,ok,OMI-Aura_L3-OMNO2d_2015m0923_v003-2019m1122t203741.he5
2015-09-24,2382203206731038.5,2383619162266055.5,2352022607101952.0,501465583976448.0,4877172124680192.0,25,ok,OMI-Aura_L3-OMNO2d_2015m0924_v003-2019m1122t203154.he5
2015-09-25,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0925_v003-2019m1122t203755.he5
2015-09-26,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0926_v003-2019m1122t203812.he5
2015-09-27,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0927_v003-2019m1122t203137.he5
2015-09-28,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0928_v003-2019m1122t203755.he5
2015-09-29,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0929_v003-2019m1122t203704.he5
2015-09-30,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m0930_v003-2019m1122t203602.he5
2015-10-01,3270415360546133.5,3270955020103329.5,3191017222176768.0,71046191382528.0,8260604552806400.0,6,ok,OMI-Aura_L3-OMNO2d_2015m1001_v003-2019m1122t203754.he5
2015-10-02,3540822714884642.0,3541385150231242.5,3098010108035072.0,642207870615552.0,1.1166649755369472e+16,30,ok,OMI-Aura_L3-OMNO2d_2015m1002_v003-2019m1122t204305.he5
2015-10-03,6215856889388510.0,6214428313164974.0,5723303767441408.0,1573659911127040.0,1.5624017281024e+16,30,ok,OMI-Aura_L3-OMNO2d_2015m1003_v003-2019m1122t203821.he5
2015-10-04,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m1004_v003-2019m1122t204304.he5
2015-10-05,3461973269212911.0,3462561983502461.5,2692152475779072.0,954759687176192.0,7028377361842176.0,30,ok,OMI-Aura_L3-OMNO2d_2015m1005_v003-2019m1122t203759.he5
2015-10-06,4854429014556672.0,4855364149758120.0,3715711096586240.0,1943988902821888.0,1.0996406915432448e+16,24,ok,OMI-Aura_L3-OMNO2d_2015m1006_v003-2019m1122t203807.he5
2015-10-07,4623551617022908.0,4621077147674964.0,4123169141030912.0,1371966636294144.0,8974452813463552.0,30,ok,OMI-Aura_L3-OMNO2d_2015m1007_v003-2019m1122t204328.he5
2015-10-08,5988293782283757.0,5987516163826937.0,6082196603404288.0,-711404826918912.0,1.3677278256955392e+16,27,ok,OMI-Aura_L3-OMNO2d_2015m1008_v003-2019m1122t203755.he5
2015-10-09,3355166577262592.0,3355166577262592.0,2758024254980096.0,2195572651982848.0,4735137556201472.0,5,ok,OMI-Aura_L3-OMNO2d_2015m1009_v003-2019m1122t204327.he5
2015-10-10,3580475859516347.5,3581151172416356.5,3377086479728640.0,1212158687838208.0,6066619830763520.0,30,ok,OMI-Aura_L3-OMNO2d_2015m1010_v003-2019m1122t204245.he5
2015-10-11,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m1011_v003-2019m1122t204309.he5
2015-10-12,3121034816786855.5,3121064504640507.5,3104104398192640.0,985136246030336.0,4699082916364288.0,29,ok,OMI-Aura_L3-OMNO2d_2015m1012_v003-2019m1122t204318.he5
2015-10-13,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m1013_v003-2019m1122t204323.he5
2015-10-14,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m1014_v003-2019m1122t204248.he5
2015-10-15,5347684836234205.0,5349120108728047.0,5223239114555392.0,1027999147229184.0,1.2201483470635008e+16,29,ok,OMI-Aura_L3-OMNO2d_2015m1015_v003-2019m1122t204311.he5
2015-10-16,2404090157036637.0,2402975036492634.0,2748944425680896.0,551153758633984.0,4076330912055296.0,11,ok,OMI-Aura_L3-OMNO2d_2015m1016_v003-2019m1122t204847.he5
2015-10-17,103669815050240.0,103669815050240.0,103669815050240.0,103669815050240.0,103669815050240.0,1,ok,OMI-Aura_L3-OMNO2d_2015m1017_v003-2019m1122t204240.he5
2015-10-18,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m1018_v003-2019m1122t204740.he5
2015-10-19,2736970540043469.0,2736433677277653.5,2556856845205504.0,2357325281099776.0,3568747918917632.0,5,ok,OMI-Aura_L3-OMNO2d_2015m1019_v003-2019m1122t205250.he5
2015-10-20,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m1020_v003-2019m1122t204316.he5
2015-10-21,2223759717040128.0,2222443670205655.0,1724318237065216.0,979336295350272.0,4648796902391808.0,5,ok,OMI-Aura_L3-OMNO2d_2015m1021_v003-2019m1122t204252.he5
2015-10-22,3719162371244032.0,3719162371244032.0,3719162371244032.0,3719162237026304.0,3719162505461760.0,2,ok,OMI-Aura_L3-OMNO2d_2015m1022_v003-2019m1122t204232.he5
2015-10-23,942754985148416.0,942754985148415.9,942754985148416.0,942754985148416.0,942754985148416.0,3,ok,OMI-Aura_L3-OMNO2d_2015m1023_v003-2019m1122t204311.he5
2015-10-24,6290759095037580.0,6283217027436786.0,3929048161976320.0,104530402344960.0,1.7523452609036288e+16,11,ok,OMI-Aura_L3-OMNO2d_2015m1024_v003-2019m1122t204819.he5
2015-10-25,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m1025_v003-2019m1122t204829.he5
2015-10-26,4352708031021056.0,4352708031021056.0,4352708031021056.0,4352708031021056.0,4352708031021056.0,1,ok,OMI-Aura_L3-OMNO2d_2015m1026_v003-2019m1122t204807.he5
2015-10-27,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m1027_v003-2019m1122t204846.he5
2015-10-28,2039568433938432.0,2039568433938431.8,2039568433938432.0,1414162810929152.0,2664974056947712.0,2,ok,OMI-Aura_L3-OMNO2d_2015m1028_v003-2019m1122t204823.he5
2015-10-29,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m1029_v003-2019m1122t204831.he5
2015-10-30,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m1030_v003-2019m1122t204852.he5
2015-10-31,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m1031_v003-2019m1122t205128.he5
2015-11-01,2264096573489152.0,2264096573489152.0,2264096573489152.0,2264096573489152.0,2264096573489152.0,2,ok,OMI-Aura_L3-OMNO2d_2015m1101_v003-2019m1122t205012.he5
2015-11-02,5310407711612497.0,5298123825861577.0,2969960758378496.0,-793395215728640.0,1.55510833676288e+16,19,ok,OMI-Aura_L3-OMNO2d_2015m1102_v003-2019m1122t205250.he5
2015-11-03,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m1103_v003-2019m1122t205354.he5
2015-11-04,3861934682004958.0,3860443081168837.0,4312336412180480.0,-525381136285696.0,7382359439572992.0,30,ok,OMI-Aura_L3-OMNO2d_2015m1104_v003-2019m1122t204758.he5
2015-11-05,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m1105_v003-2019m1122t205826.he5
2015-11-06,4155182832192830.0,4156222222928025.0,3834172065972224.0,2178539616993280.0,6676996960550912.0,29,ok,OMI-Aura_L3-OMNO2d_2015m1106_v003-2019m1122t205356.he5
2015-11-07,4093473696881049.5,4098709153340439.5,2820478582390784.0,1738825965502464.0,1.2867057372626944e+16,10,ok,OMI-Aura_L3-OMNO2d_2015m1107_v003-2019m1122t205411.he5
2015-11-08,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2015m1108_v003-2019m1122t205343.he5
2015-11-09,5342529332515089.0,5343633456887343.0,4767593013444608.0,975806838865920.0,1.3954836223492096e+16,30,ok,OMI-Aura_L3-OMNO2d_2015m1109_v003-2019m1122t204856.he5
