date,no2_mean,no2_mean_weighted,no2_median,no2_min,no2_max,n_pixels,status,source_file
2009-07-20,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m0720_v003-2019m1121t201103.he5
2009-07-21,5246063109951347.0,5245244096716924.0,4085226594631680.0,1120957540335616.0,1.0591042533326848e+16,29,ok,OMI-Aura_L3-OMNO2d_2009m0721_v003-2019m1121t203226.he5
2009-07-22,3094877672383634.5,3095673405695004.5,2681505520287744.0,872707826647040.0,5678331701755904.0,14,ok,OMI-Aura_L3-OMNO2d_2009m0722_v003-2019m1121t200857.he5
2009-07-23,3193160674819003.5,3193983729917976.0,3213864971796480.0,1870220826247168.0,4840874282319872.0,30,ok,OMI-Aura_L3-OMNO2d_2009m0723_v003-2019m1121t201128.he5
2009-07-24,4389952970712678.5,4385549071314242.0,4133884144910336.0,-1582038721232896.0,1.0652956634382336e+16,20,ok,OMI-Aura_L3-OMNO2d_2009m0724_v003-2019m1121t203013.he5
2009-07-25,2334943938084864.0,2334943938084864.0,2334943938084864.0,2334943938084864.0,2334943938084864.0,4,ok,OMI-Aura_L3-OMNO2d_2009m0725_v003-2019m1121t200458.he5
2009-07-26,3410345511931085.0,3409906868069337.5,2891647666880512.0,1170204910419968.0,7497900502286336.0,30,ok,OMI-Aura_L3-OMNO2d_2009m0726_v003-2019m1121t200906.he5
2009-07-27,1725199644884992.0,1725199644884992.0,1725199644884992.0,1725199644884992.0,1725199644884992.0,2,ok,OMI-Aura_L3-OMNO2d_2009m0727_v003-2019m1121t203007.he5
2009-07-28,3267233295892480.0,3264713990456422.5,2563745704312832.0,1666045865623552.0,9282573230407680.0,15,ok,OMI-Aura_L3-OMNO2d_2009m0728_v003-2019m1121t200500.he5
2009-07-29,614145944295833.6,612872624224314.1,1240156640116736.0,-1618793574957056.0,1850332845965312.0,5,ok,OMI-Aura_L3-OMNO2d_2009m0729_v003-2019m1121t203803.he5
2009-07-30,4113849724139383.5,4115116675415601.5,3907943900643328.0,1721832122089472.0,7597887877808128.0,30,ok,OMI-Aura_L3-OMNO2d_2009m0730_v003-2019m1121t203227.he5
2009-07-31,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m0731_v003-2019m1121t200954.he5
2009-08-01,2938751002712473.5,2937984339197536.5,2967504171302912.0,1194178746777600.0,5136921009324032.0,30,ok,OMI-Aura_L3-OMNO2d_2009m0801_v003-2019m1121t203841.he5
2009-08-02,2697796447563503.0,2698202435977082.0,2541838149877760.0,614084760305664.0,5999592034271232.0,30,ok,OMI-Aura_L3-OMNO2d_2009m0802_v003-2019m1121t203841.he5
2009-08-03,1419680004511557.8,1422183698291206.5,1128312738938880.0,534123441553408.0,2817057775157248.0,11,ok,OMI-Aura_L3-OMNO2d_2009m0803_v003-2019m1121t203014.he5
2009-08-04,2976714805984187.5,2979237385866480.0,2120650235838464.0,-2649179583152128.0,1.0056384603226112e+16,30,ok,OMI-Aura_L3-OMNO2d_2009m0804_v003-2019m1121t203733.he5
2009-08-05,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m0805_v003-2019m1121t203907.he5
2009-08-06,3983442499513002.5,3985604133338711.5,3792774486818816.0,1009015257563136.0,8305827874078720.0,24,ok,OMI-Aura_L3-OMNO2d_2009m0806_v003-2019m1121t203841.he5
2009-08-07,2446861110957397.5,2448891966904872.5,2354734610513920.0,-319297498906624.0,5846125336592384.0,15,ok,OMI-Aura_L3-OMNO2d_2009m0807_v003-2019m1121t203726.he5
2009-08-08,2108561907777536.0,2109862898151820.8,1592641049329664.0,1138241226932224.0,3516640838811648.0,16,ok,OMI-Aura_L3-OMNO2d_2009m0808_v003-2019m1121t203822.he5
2009-08-09,1551146721711158.0,1549858203462332.0,1010442394664960.0,-75973701664768.0,4598430357782528.0,19,ok,OMI-Aura_L3-OMNO2d_2009m0809_v003-2019m1121t200405.he5
2009-08-10,718172034433024.0,717862916656868.2,696701543251968.0,558440371978240.0,920844679249920.0,4,ok,OMI-Aura_L3-OMNO2d_2009m0810_v003-2019m1121t203811.he5
2009-08-11,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m0811_v003-2019m1121t204105.he5
2009-08-12,2349299633627682.0,2349591774469028.0,2183349577711616.0,1365794365636608.0,3490074587037696.0,15,ok,OMI-Aura_L3-OMNO2d_2009m0812_v003-2019m1121t204024.he5
2009-08-13,4179424812430018.0,4179182220164831.5,3323088674488320.0,1472829648273408.0,1.1102711650975744e+16,29,ok,OMI-Aura_L3-OMNO2d_2009m0813_v003-2019m1121t204801.he5
2009-08-14,2109786904592384.0,2107366280419724.5,2399308586418176.0,493338398556160.0,3147192046977024.0,4,ok,OMI-Aura_L3-OMNO2d_2009m0814_v003-2019m1121t204529.he5
2009-08-15,2827766262641702.0,2830633468999836.0,2154411967119360.0,-658419426000896.0,6360251175534592.0,27,ok,OMI-Aura_L3-OMNO2d_2009m0815_v003-2019m1121t204530.he5
2009-08-16,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m0816_v003-2019m1121t204452.he5
2009-08-17,1816875084283904.0,1814405802469799.2,2016829132242944.0,466024721809408.0,3063112961884160.0,18,ok,OMI-Aura_L3-OMNO2d_2009m0817_v003-2019m1121t204439.he5
2009-08-18,2269890551480320.0,2268769890380185.5,2255745210908672.0,1178565735350272.0,3389506048753664.0,4,ok,OMI-Aura_L3-OMNO2d_2009m0818_v003-2019m1121t204457.he5
2009-08-19,1188867449290752.0,1188971707128946.2,1003783349862400.0,165392311910400.0,2703910619840512.0,8,ok,OMI-Aura_L3-OMNO2d_2009m0819_v003-2019m1121t204315.he5
2009-08-20,5272265152149732.0,5268785014842962.0,4234880703528960.0,1196358308462592.0,1.3759670762078208e+16,27,ok,OMI-Aura_L3-OMNO2d_2009m0820_v003-2019m1121t204314.he5
2009-08-21,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m0821_v003-2019m1121t204809.he5
2009-08-22,4330343974752407.5,4329891782293961.0,3885755965374464.0,811583798247424.0,1.0625037199474688e+16,27,ok,OMI-Aura_L3-OMNO2d_2009m0822_v003-2019m1121t204806.he5
2009-08-23,1870641303545446.5,1872277482917696.0,1983214302265344.0,320699335966720.0,3349037524713472.0,15,ok,OMI-Aura_L3-OMNO2d_2009m0823_v003-2019m1121t204308.he5
2009-08-24,3675897487949824.0,3675385653264192.0,2889204635795456.0,1526926103543808.0,9891060574584832.0,30,ok,OMI-Aura_L3-OMNO2d_2009m0824_v003-2019m1121t204341.he5
2009-08-25,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m0825_v003-2019m1121t204501.he5
2009-08-26,2049741063979008.0,2049741063979008.0,2034408567603200.0,1884849350639616.0,2273763471130624.0,5,ok,OMI-Aura_L3-OMNO2d_2009m0826_v003-2019m1121t204748.he5
2009-08-27,3693075376179579.5,3692902304458628.0,3456107838177280.0,727112998715392.0,1.0313630595678208e+16,27,ok,OMI-Aura_L3-OMNO2d_2009m0827_v003-2019m1121t205248.he5
2009-08-28,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m0828_v003-2019m1121t204310.he5
2009-08-29,2203282540106313.2,2203378527339086.2,2415568795729920.0,1136762281787392.0,2932670778572800.0,7,ok,OMI-Aura_L3-OMNO2d_2009m0829_v003-2019m1121t204813.he5
2009-08-30,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m0830_v003-2019m1121t205345.he5
2009-08-31,1384349075814958.5,1384361826602015.5,1335346939822080.0,1077253496635392.0,1858716219473920.0,11,ok,OMI-Aura_L3-OMNO2d_2009m0831_v003-2019m1121t204826.he5
2009-09-01,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m0901_v003-2019m1121t205242.he5
2009-09-02,1490685895270096.5,1490181778782599.0,1420459367202816.0,536088422645760.0,2114359383818240.0,27,ok,OMI-Aura_L3-OMNO2d_2009m0902_v003-2019m1121t204801.he5
2009-09-03,5301838482142759.0,5305134153671716.0,5183351753277440.0,1336420278992896.0,9396862310154240.0,13,ok,OMI-Aura_L3-OMNO2d_2009m0903_v003-2019m1121t205243.he5
2009-09-04,1562539005994598.5,1562539005994598.5,1713760670580736.0,1309256087240704.0,1740211092455424.0,5,ok,OMI-Aura_L3-OMNO2d_2009m0904_v003-2019m1121t204801.he5
2009-09-05,3356366617968640.0,3356366617968639.5,3356366617968640.0,3356366617968640.0,3356366617968640.0,3,ok,OMI-Aura_L3-OMNO2d_2009m0905_v003-2019m1121t204800.he5
2009-09-06,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m0906_v003-2019m1121t205259.he5
2009-09-07,1267233456128000.0,1267233456128000.0,1267233456128000.0,1267233456128000.0,1267233456128000.0,1,ok,OMI-Aura_L3-OMNO2d_2009m0907_v003-2019m1121t205359.he5
2009-09-08,823719228342272.0,823719228342272.0,823719228342272.0,823719228342272.0,823719228342272.0,1,ok,OMI-Aura_L3-OMNO2d_2009m0908_v003-2019m1121t205323.he5
2009-09-09,578408211808256.0,578408211808256.0,610731061936128.0,466062067892224.0,626108655468544.0,4,ok,OMI-Aura_L3-OMNO2d_2009m0909_v003-2019m1121t204813.he5
2009-09-10,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m0910_v003-2019m1121t205251.he5
2009-09-11,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m0911_v003-2019m1121t205329.he5
2009-09-12,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m0912_v003-2019m1121t205153.he5
2009-09-13,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m0913_v003-2019m1121t205155.he5
2009-09-14,1710868842256793.5,1710868842256793.5,1826421420851200.0,1233293953466368.0,2092494644838400.0,5,ok,OMI-Aura_L3-OMNO2d_2009m0914_v003-2019m1121t205344.he5
2009-09-15,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m0915_v003-2019m1121t205324.he5
2009-09-16,935471062259525.9,935357064943744.8,1036121198821376.0,524287865782272.0,1507854972354560.0,11,ok,OMI-Aura_L3-OMNO2d_2009m0916_v003-2019m1121t205810.he5
2009-09-17,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m0917_v003-2019m1121t205815.he5
2009-09-18,1626643506816614.5,1626570216442692.8,1616691859554304.0,680954179878912.0,2654432596590592.0,10,ok,OMI-Aura_L3-OMNO2d_2009m0918_v003-2019m1121t205820.he5
2009-09-19,2607388485791885.0,2609339067780396.0,1950199962402816.0,-442645000224768.0,7189144430182400.0,29,ok,OMI-Aura_L3-OMNO2d_2009m0919_v003-2019m1121t205821.he5
2009-09-20,1475468752817721.0,1475172589275813.5,1408891812315136.0,374241841119232.0,2971865844809728.0,18,ok,OMI-Aura_L3-OMNO2d_2009m0920_v003-2019m1121t204800.he5
2009-09-21,4616852759886780.0,4616564098495979.0,3228262910132224.0,-315559065419776.0,1.499121290575872e+16,30,ok,OMI-Aura_L3-OMNO2d_2009m0921_v003-2019m1121t205333.he5
2009-09-22,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m0922_v003-2019m1121t205739.he5
2009-09-23,1032299914423734.9,1036533873723063.8,1019876458102784.0,-734838436921344.0,3202491898396672.0,14,ok,OMI-Aura_L3-OMNO2d_2009m0923_v003-2019m1121t205748.he5
2009-09-24,1060156104245248.0,1060156104245247.9,1060156104245248.0,1060156104245248.0,1060156104245248.0,3,ok,OMI-Aura_L3-OMNO2d_2009m0924_v003-2019m1121t205238.he5
2009-09-25,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m0925_v003-2019m1121t210404.he5
2009-09-26,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m0926_v003-2019m1121t205821.he5
2009-09-27,1279673325584384.0,1279673325584384.0,543260682485760.0,543260648931328.0,3015304338735104.0,5,ok,OMI-Aura_L3-OMNO2d_2009m0927_v003-2019m1121t205827.he5
2009-09-28,2902721575675494.5,2899842384253040.0,2321494449324032.0,591745494548480.0,7532228565270528.0,30,ok,OMI-Aura_L3-OMNO2d_2009m0928_v003-2019m1121t205854.he5
2009-09-29,2918370726258530.5,2918760761893178.0,2738159225929728.0,2344247910989824.0,3862011507113984.0,13,ok,OMI-Aura_L3-OMNO2d_2009m0929_v003-2019m1121t210322.he5
2009-09-30,3511375175352320.0,3511686306594384.5,2827446898393088.0,1093438678237184.0,9530167357603840.0,30,ok,OMI-Aura_L3-OMNO2d_2009m0930_v003-2019m1121t210353.he5
2009-10-01,2218722949332992.0,2214847103133361.2,1659107597615104.0,-179472875651072.0,5736149477752832.0,4,ok,OMI-Aura_L3-OMNO2d_2009m1001_v003-2019m1121t210320.he5
2009-10-02,4402675527310814.0,4400689238455029.5,4888032486359040.0,-127644708372480.0,9069073627348992.0,30,ok,OMI-Aura_L3-OMNO2d_2009m1002_v003-2019m1121t210331.he5
2009-10-03,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1003_v003-2019m1121t210313.he5
2009-10-04,1720375599048546.5,1720027685184892.5,1751719390216192.0,598463494488064.0,3922418343084032.0,26,ok,OMI-Aura_L3-OMNO2d_2009m1004_v003-2019m1121t212330.he5
2009-10-05,2475718936520294.5,2477145344072178.0,2562905367117824.0,-912764235153408.0,5591376330752000.0,30,ok,OMI-Aura_L3-OMNO2d_2009m1005_v003-2019m1121t211205.he5
2009-10-06,3865276682181017.5,3863615883861420.5,3907210266542080.0,791849094610944.0,7007619784900608.0,30,ok,OMI-Aura_L3-OMNO2d_2009m1006_v003-2019m1121t212237.he5
2009-10-07,5022155598410547.0,5020026692814156.0,4215353097846784.0,14108627828736.0,1.5899621037441024e+16,30,ok,OMI-Aura_L3-OMNO2d_2009m1007_v003-2019m1121t211216.he5
2009-10-08,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1008_v003-2019m1121t211031.he5
2009-10-09,5803327120881892.0,5797342707823855.0,6350012778807296.0,739382378102784.0,1.092452849025024e+16,18,ok,OMI-Aura_L3-OMNO2d_2009m1009_v003-2019m1121t211040.he5
2009-10-10,2752233908324124.5,2751736487619035.0,2617334011265024.0,2233499897561088.0,3246505649504256.0,9,ok,OMI-Aura_L3-OMNO2d_2009m1010_v003-2019m1121t211035.he5
2009-10-11,3264066855656727.5,3262444982108739.5,3654765644873728.0,1638314738188288.0,4351952116776960.0,22,ok,OMI-Aura_L3-OMNO2d_2009m1011_v003-2019m1121t212237.he5
2009-10-12,2636504933335040.0,2636504933335040.0,2636504933335040.0,1912008978989056.0,3361000887681024.0,2,ok,OMI-Aura_L3-OMNO2d_2009m1012_v003-2019m1121t212125.he5
2009-10-13,2570614368814316.5,2566753480957679.0,2043257945063424.0,653626846478336.0,4650673803100160.0,26,ok,OMI-Aura_L3-OMNO2d_2009m1013_v003-2019m1121t212256.he5
2009-10-14,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1014_v003-2019m1121t212135.he5
2009-10-15,1771765206072251.8,1771846853355291.2,1716458715348992.0,917757872832512.0,2751403294457856.0,15,ok,OMI-Aura_L3-OMNO2d_2009m1015_v003-2019m1121t212609.he5
2009-10-16,4739930800101786.0,4743486853741067.0,5793565137436672.0,-281835217092608.0,7867908176740352.0,30,ok,OMI-Aura_L3-OMNO2d_2009m1016_v003-2019m1121t212121.he5
2009-10-17,4450012030653781.5,4444211253866899.5,6739292239953920.0,-128548387946496.0,6739292239953920.0,3,ok,OMI-Aura_L3-OMNO2d_2009m1017_v003-2019m1121t212118.he5
2009-10-18,806949720710423.2,807584829330561.0,610309618270208.0,183137069957120.0,2280212632961024.0,11,ok,OMI-Aura_L3-OMNO2d_2009m1018_v003-2019m1121t212641.he5
2009-10-19,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1019_v003-2019m1121t212254.he5
2009-10-20,1367696271107686.5,1367865733228536.0,1266741682372608.0,1165280327761920.0,1683906487123968.0,10,ok,OMI-Aura_L3-OMNO2d_2009m1020_v003-2019m1121t212738.he5
2009-10-21,3855135056435609.5,3851859578327583.0,1860443937177600.0,-798406167494656.0,1.71003049148416e+16,30,ok,OMI-Aura_L3-OMNO2d_2009m1021_v003-2019m1121t212841.he5
2009-10-22,178740922373461.34,179566782650742.12,381916243034112.0,-1035622915506176.0,855627882561536.0,12,ok,OMI-Aura_L3-OMNO2d_2009m1022_v003-2019m1121t212252.he5
2009-10-23,6163093869350093.0,6160663040156198.0,3843923923435520.0,951643017314304.0,2.2667757204013056e+16,30,ok,OMI-Aura_L3-OMNO2d_2009m1023_v003-2019m1121t212638.he5
2009-10-24,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1024_v003-2019m1121t212248.he5
2009-10-25,1169065843709269.2,1169657487967664.8,1015849691381760.0,-1228615526121472.0,3300854165667840.0,12,ok,OMI-Aura_L3-OMNO2d_2009m1025_v003-2019m1121t212306.he5
2009-10-26,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1026_v003-2019m1121t212309.he5
2009-10-27,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1027_v003-2019m1121t212734.he5
2009-10-28,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1028_v003-2019m1121t212258.he5
2009-10-29,1913982401417801.2,1913992016927123.8,1906462028726272.0,1682935019208704.0,2181753997361152.0,7,ok,OMI-Aura_L3-OMNO2d_2009m1029_v003-2019m1121t212834.he5
2009-10-30,4211793588434100.5,4210763991385484.5,1742961616355328.0,607332736172032.0,1.398917019205632e+16,17,ok,OMI-Aura_L3-OMNO2d_2009m1030_v003-2019m1121t212718.he5
2009-10-31,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1031_v003-2019m1121t212720.he5
2009-11-01,5397807537314993.0,5398452681274821.0,4502488036147200.0,622066554372096.0,1.4146039577575424e+16,29,ok,OMI-Aura_L3-OMNO2d_2009m1101_v003-2019m1121t212718.he5
2009-11-02,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1102_v003-2019m1121t212242.he5
2009-11-03,4220563964681694.0,4224473268405944.0,3522554337689600.0,302255236448256.0,8418441916579840.0,30,ok,OMI-Aura_L3-OMNO2d_2009m1103_v003-2019m1121t212839.he5
2009-11-04,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1104_v003-2019m1121t213200.he5
2009-11-05,2996997101033881.5,2996749966491937.5,3035878037389312.0,1681293670612992.0,5265027535732736.0,20,ok,OMI-Aura_L3-OMNO2d_2009m1105_v003-2019m1121t212733.he5
2009-11-06,3787782771329316.5,3790275524567089.5,2964552052375552.0,-649526159343616.0,1.0816623879389184e+16,21,ok,OMI-Aura_L3-OMNO2d_2009m1106_v003-2019m1121t212630.he5
2009-11-07,497625494941110.9,503157537331116.75,-754738295472128.0,-754738295472128.0,2701588921581568.0,7,ok,OMI-Aura_L3-OMNO2d_2009m1107_v003-2019m1121t212841.he5
2009-11-08,5905503595003904.0,5903508569767099.0,4899388379889664.0,-907906224488448.0,1.7441308138274816e+16,29,ok,OMI-Aura_L3-OMNO2d_2009m1108_v003-2019m1121t213251.he5
2009-11-09,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1109_v003-2019m1121t213255.he5
2009-11-10,7405333219639296.0,7407717838382949.0,8437858389983232.0,910027737006080.0,1.3378858560520192e+16,12,ok,OMI-Aura_L3-OMNO2d_2009m1110_v003-2019m1121t213338.he5
2009-11-11,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1111_v003-2019m1121t212811.he5
2009-11-12,7082657261429282.0,7083057372982442.0,5272935644266496.0,1365219242672128.0,2.3547355768815616e+16,30,ok,OMI-Aura_L3-OMNO2d_2009m1112_v003-2019m1121t213153.he5
2009-11-13,3841644639842759.0,3844599005355878.0,2723913624715264.0,231801817661440.0,8211301012602880.0,9,ok,OMI-Aura_L3-OMNO2d_2009m1113_v003-2019m1121t213256.he5
2009-11-14,4057787607740143.0,4057085511111320.5,3381518349107200.0,938707179798528.0,8403709641883648.0,30,ok,OMI-Aura_L3-OMNO2d_2009m1114_v003-2019m1121t213204.he5
2009-11-15,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1115_v003-2019m1121t213210.he5
2009-11-16,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1116_v003-2019m1121t213201.he5
2009-11-17,3756843034000801.0,3753145727021140.5,2312890086326272.0,745425397088256.0,1.6042887187791872e+16,27,ok,OMI-Aura_L3-OMNO2d_2009m1117_v003-2019m1121t213249.he5
2009-11-18,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1118_v003-2019m1121t213835.he5
2009-11-19,4558644818546961.0,4556335795989183.0,3958522509262848.0,386183729250304.0,1.0841494961258496e+16,30,ok,OMI-Aura_L3-OMNO2d_2009m1119_v003-2019m1121t213826.he5
2009-11-20,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1120_v003-2019m1121t213753.he5
2009-11-21,2857269840276919.0,2854974511085777.5,2683243237212160.0,812704180731904.0,6723398713475072.0,28,ok,OMI-Aura_L3-OMNO2d_2009m1121_v003-2019m1121t213321.he5
2009-11-22,3682534492523725.0,3678416559138062.0,1668092350431232.0,-503407714500608.0,1.3754837850128384e+16,30,ok,OMI-Aura_L3-OMNO2d_2009m1122_v003-2019m1121t213724.he5
2009-11-23,9293402849835496.0,9288125825641518.0,8056966194659328.0,1407546145374208.0,1.8940071335952384e+16,21,ok,OMI-Aura_L3-OMNO2d_2009m1123_v003-2019m1121t213836.he5
2009-11-24,8480757523257754.0,8475509100633431.0,5533468092006400.0,-698567639433216.0,2.931914327457792e+16,30,ok,OMI-Aura_L3-OMNO2d_2009m1124_v003-2019m1121t213829.he5
2009-11-25,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1125_v003-2019m1231t092854.he5
2009-11-26,3347049223290880.0,3354178616172153.5,1350220277350400.0,223942614712320.0,1.1278846112301056e+16,19,ok,OMI-Aura_L3-OMNO2d_2009m1126_v003-2019m1121t213204.he5
2009-11-27,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1127_v003-2019m1121t213203.he5
2009-11-28,5933970902948978.0,5928493452169388.0,6434978237775872.0,499917248266240.0,1.1003449588056064e+16,27,ok,OMI-Aura_L3-OMNO2d_2009m1128_v003-2019m1121t213733.he5
2009-11-29,306172403209557.3,306181903795206.0,77872387588096.0,62007852138496.0,778636969902080.0,3,ok,OMI-Aura_L3-OMNO2d_2009m1129_v003-2019m1121t213732.he5
2009-11-30,4415097218094421.5,4410165277118665.0,3227117630259200.0,1183219332415488.0,1.1383557414977536e+16,27,ok,OMI-Aura_L3-OMNO2d_2009m1130_v003-2019m1121t213730.he5
2009-12-01,1356330353004089.0,1354140177035219.5,1125199525183488.0,-635845547655168.0,5024514735865856.0,18,ok,OMI-Aura_L3-OMNO2d_2009m1201_v003-2019m1121t214247.he5
2009-12-02,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1202_v003-2019m1121t213245.he5
2009-12-03,3340518838501376.0,3339517765880257.5,2352201385115648.0,49160149532672.0,6450143767298048.0,16,ok,OMI-Aura_L3-OMNO2d_2009m1203_v003-2019m1121t214249.he5
2009-12-04,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1204_v003-2019m1121t213859.he5
2009-12-05,1993284480558694.5,1993284480558694.2,57252635475968.0,-145222021414912.0,5099049061449728.0,5,ok,OMI-Aura_L3-OMNO2d_2009m1205_v003-2019m1121t214249.he5
2009-12-06,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1206_v003-2019m1121t213320.he5
2009-12-07,5372423337253274.0,5367953448088926.0,3605421436698624.0,460624001761280.0,1.671113255944192e+16,30,ok,OMI-Aura_L3-OMNO2d_2009m1207_v003-2019m1121t214340.he5
2009-12-08,9919153013829774.0,9912000458181804.0,5482783988252672.0,-260555734515712.0,5.408068200300544e+16,29,ok,OMI-Aura_L3-OMNO2d_2009m1208_v003-2019m1121t214339.he5
2009-12-09,9178004070696472.0,9175480559380532.0,7958703248506880.0,3331456612958208.0,1.678895199813632e+16,21,ok,OMI-Aura_L3-OMNO2d_2009m1209_v003-2019m1121t213726.he5
2009-12-10,9052046475569834.0,9047233707373826.0,7243513079005184.0,1224485646630912.0,3.178877309209805e+16,30,ok,OMI-Aura_L3-OMNO2d_2009m1210_v003-2019m1121t214416.he5
2009-12-11,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1211_v003-2019m1121t213819.he5
2009-12-12,6632581562892288.0,6631319365846090.0,5085853579739136.0,1395272739454976.0,1.3576893060087808e+16,30,ok,OMI-Aura_L3-OMNO2d_2009m1212_v003-2019m1121t214400.he5
2009-12-13,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1213_v003-2019m1121t213833.he5
2009-12-14,4853132595687000.0,4849916962608907.0,4950692301111296.0,1748764251389952.0,8537227827085312.0,29,ok,OMI-Aura_L3-OMNO2d_2009m1214_v003-2019m1121t214340.he5
2009-12-15,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1215_v003-2019m1121t214244.he5
2009-12-16,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1216_v003-2019m1121t214416.he5
2009-12-17,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1217_v003-2019m1121t213740.he5
2009-12-18,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1218_v003-2019m1121t214201.he5
2009-12-19,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1219_v003-2019m1121t214249.he5
2009-12-20,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1220_v003-2019m1121t214341.he5
2009-12-21,5979335646458675.0,5979998776090210.0,5339570988122112.0,671419822243840.0,1.501220992712704e+16,30,ok,OMI-Aura_L3-OMNO2d_2009m1221_v003-2019m1121t214823.he5
2009-12-22,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1222_v003-2019m1121t214249.he5
2009-12-23,1394278234558009.0,1393037589937420.2,1243611672870912.0,801172663304192.0,2490702269251584.0,18,ok,OMI-Aura_L3-OMNO2d_2009m1223_v003-2019m1121t214358.he5
2009-12-24,4096760627293623.0,4096309868607611.5,2541157531779072.0,-55253634383872.0,1.4988820608974848e+16,28,ok,OMI-Aura_L3-OMNO2d_2009m1224_v003-2019m1121t214827.he5
2009-12-25,3066705393326489.5,3065716169582725.0,3144295896842240.0,1466944335118336.0,4703086362755072.0,20,ok,OMI-Aura_L3-OMNO2d_2009m1225_v003-2019m1121t214821.he5
2009-12-26,6043431503659008.0,6038190093386628.0,3143147798396928.0,494391068196864.0,2.280308732854272e+16,30,ok,OMI-Aura_L3-OMNO2d_2009m1226_v003-2019m1121t214819.he5
2009-12-27,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1227_v003-2019m1121t214924.he5
2009-12-28,7153430273877606.0,7155518636168544.0,3360065792770048.0,1229958777143296.0,2.720589910586163e+16,30,ok,OMI-Aura_L3-OMNO2d_2009m1228_v003-2019m1121t214827.he5
2009-12-29,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1229_v003-2019m1121t214829.he5
2009-12-30,6041425807618867.0,6038962618073616.0,5083510138208256.0,2230804805582848.0,1.5440206639398912e+16,30,ok,OMI-Aura_L3-OMNO2d_2009m1230_v003-2019m1121t214904.he5
2009-12-31,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2009m1231_v003-2019m1121t214826.he5
2010-01-01,2699361366992486.5,2697524125969893.0,2276467287261184.0,534503680376832.0,5174198104227840.0,30,ok,OMI-Aura_L3-OMNO2d_2010m0101_v003-2019m1121t214817.he5
2010-01-02,3291010205483008.0,3288783114162444.5,3535836926705664.0,-892450516238336.0,6411268944560128.0,16,ok,OMI-Aura_L3-OMNO2d_2010m0102_v003-2019m1121t214907.he5
2010-01-03,,,,,,0,ok,OMI-Aura_L3-OMNO2d_2010m0103_v003-2019m1121t215527.he5
